category,funny,lazy,cute,loyal,loud,friendly,smart,happy,prob
hyena,0,0,0,2,1,0,1,0,8.23681122050244e-7
hyena,0,0,0,2,1,0,1,1,8.23681122050244e-7
hyena,0,0,0,2,1,0,1,2,8.23681122050244e-7
hyena,0,0,0,2,1,0,2,0,1.0659184099773739e-7
hyena,0,0,0,2,1,0,2,1,1.0659184099773739e-7
hyena,0,0,0,2,1,0,2,2,1.0659184099773739e-7
hyena,0,0,0,2,1,1,0,0,1.968504225558138e-7
hyena,0,0,0,2,1,1,0,1,1.968504225558138e-7
hyena,0,0,0,2,1,1,0,2,1.968504225558138e-7
hyena,0,0,0,2,1,1,1,0,8.23681122050244e-7
hyena,0,0,0,2,1,1,1,1,8.23681122050244e-7
hyena,0,0,0,2,1,1,1,2,8.23681122050244e-7
hyena,0,0,0,2,1,1,2,0,1.0659184099773739e-7
hyena,0,0,0,2,1,1,2,1,1.0659184099773739e-7
hyena,0,0,0,2,1,1,2,2,1.0659184099773739e-7
hyena,0,0,0,2,1,2,0,0,1.968504225558138e-7
hyena,0,0,0,2,1,2,0,1,1.968504225558138e-7
hyena,0,0,0,2,1,2,0,2,1.968504225558138e-7
hyena,0,0,0,2,1,2,1,0,8.23681122050244e-7
hyena,0,0,0,2,1,2,1,1,8.23681122050244e-7
hyena,0,0,0,2,1,2,1,2,8.23681122050244e-7
hyena,0,0,0,2,1,2,2,0,1.0659184099773739e-7
hyena,0,0,0,2,1,2,2,1,1.0659184099773739e-7
hyena,0,0,0,2,1,2,2,2,1.0659184099773739e-7
hyena,0,0,0,2,2,0,0,0,1.968504225558138e-7
hyena,0,0,0,2,2,0,0,1,1.968504225558138e-7
hyena,0,0,0,2,2,0,0,2,1.968504225558138e-7
hyena,0,0,0,2,2,0,1,0,8.23681122050244e-7
hyena,0,0,0,2,2,0,1,1,8.23681122050244e-7
hyena,0,0,0,2,2,0,1,2,8.23681122050244e-7
hyena,0,0,0,2,2,0,2,0,1.0659184099773739e-7
hyena,0,0,0,2,2,0,2,1,1.0659184099773739e-7
hyena,0,0,0,2,2,0,2,2,1.0659184099773739e-7
hyena,0,0,0,2,2,1,0,0,1.968504225558138e-7
hyena,0,0,0,2,2,1,0,1,1.968504225558138e-7
hyena,0,0,0,2,2,1,0,2,1.968504225558138e-7
hyena,0,0,0,2,2,1,1,0,8.23681122050244e-7
hyena,0,0,0,2,2,1,1,1,8.23681122050244e-7
hyena,0,0,0,2,2,1,1,2,8.23681122050244e-7
hyena,0,0,0,2,2,1,2,0,1.0659184099773739e-7
hyena,0,0,0,2,2,1,2,1,1.0659184099773739e-7
hyena,0,0,0,2,2,1,2,2,1.0659184099773739e-7
hyena,0,0,0,2,2,2,0,0,1.968504225558138e-7
hyena,0,0,0,2,2,2,0,1,1.968504225558138e-7
hyena,0,0,0,2,2,2,0,2,1.968504225558138e-7
hyena,0,0,0,2,2,2,1,0,8.23681122050244e-7
hyena,0,0,0,2,2,2,1,1,8.23681122050244e-7
hyena,0,0,0,2,2,2,1,2,8.23681122050244e-7
hyena,0,0,0,2,2,2,2,0,1.0659184099773739e-7
hyena,0,0,0,2,2,2,2,1,1.0659184099773739e-7
hyena,0,0,0,2,2,2,2,2,1.0659184099773739e-7
hyena,0,0,1,0,0,0,0,0,1.968504225558138e-7
hyena,0,0,1,0,0,0,0,1,1.968504225558138e-7
hyena,0,0,1,0,0,0,0,2,1.968504225558138e-7
hyena,0,0,1,0,0,0,1,0,8.23681122050244e-7
hyena,0,0,1,0,0,0,1,1,8.23681122050244e-7
hyena,0,0,1,0,0,0,1,2,8.23681122050244e-7
hyena,0,0,1,0,0,0,2,0,1.0659184099773739e-7
hyena,0,0,1,0,0,0,2,1,1.0659184099773739e-7
hyena,0,0,1,0,0,0,2,2,1.0659184099773739e-7
hyena,0,0,1,0,0,1,0,0,1.968504225558138e-7
hyena,0,0,1,0,0,1,0,1,1.968504225558138e-7
hyena,0,0,1,0,0,1,0,2,1.968504225558138e-7
hyena,0,0,1,0,0,1,1,0,8.23681122050244e-7
hyena,0,0,1,0,0,1,1,1,8.23681122050244e-7
hyena,0,0,1,0,0,1,1,2,8.23681122050244e-7
hyena,0,0,1,0,0,1,2,0,1.0659184099773739e-7
hyena,0,0,1,0,0,1,2,1,1.0659184099773739e-7
hyena,0,0,1,0,0,1,2,2,1.0659184099773739e-7
hyena,0,0,1,0,0,2,0,0,1.968504225558138e-7
hyena,0,0,1,0,0,2,0,1,1.968504225558138e-7
hyena,0,0,1,0,0,2,0,2,1.968504225558138e-7
hyena,0,0,1,0,0,2,1,0,8.23681122050244e-7
hyena,0,0,1,0,0,2,1,1,8.23681122050244e-7
hyena,0,0,1,0,0,2,1,2,8.23681122050244e-7
hyena,0,0,1,0,0,2,2,0,1.0659184099773739e-7
hyena,0,0,1,0,0,2,2,1,1.0659184099773739e-7
hyena,0,0,1,0,0,2,2,2,1.0659184099773739e-7
hyena,0,0,1,0,1,0,0,0,1.968504225558138e-7
hyena,0,0,1,0,1,0,0,1,1.968504225558138e-7
hyena,0,0,1,0,1,0,0,2,1.968504225558138e-7
hyena,0,0,1,0,1,0,1,0,8.23681122050244e-7
hyena,0,0,1,0,1,0,1,1,8.23681122050244e-7
hyena,0,0,1,0,1,0,1,2,8.23681122050244e-7
hyena,0,0,1,0,1,0,2,0,1.0659184099773739e-7
hyena,0,0,1,0,1,0,2,1,1.0659184099773739e-7
hyena,0,0,1,0,1,0,2,2,1.0659184099773739e-7
hyena,0,0,1,0,1,1,0,0,1.968504225558138e-7
hyena,0,0,1,0,1,1,0,1,1.968504225558138e-7
hyena,0,0,1,0,1,1,0,2,1.968504225558138e-7
hyena,0,0,1,0,1,1,1,0,8.23681122050244e-7
hyena,0,0,1,0,1,1,1,1,8.23681122050244e-7
hyena,0,0,1,0,1,1,1,2,8.23681122050244e-7
hyena,0,0,1,0,1,1,2,0,1.0659184099773739e-7
hyena,0,0,1,0,1,1,2,1,1.0659184099773739e-7
hyena,0,0,1,0,1,1,2,2,1.0659184099773739e-7
hyena,0,0,1,0,1,2,0,0,1.968504225558138e-7
hyena,0,0,1,0,1,2,0,1,1.968504225558138e-7
hyena,0,0,1,0,1,2,0,2,1.968504225558138e-7
hyena,0,0,1,0,1,2,1,0,8.23681122050244e-7
hyena,0,0,1,0,1,2,1,1,8.23681122050244e-7
hyena,0,0,1,0,1,2,1,2,8.23681122050244e-7
hyena,0,0,1,0,1,2,2,0,1.0659184099773739e-7
hyena,0,0,1,0,1,2,2,1,1.0659184099773739e-7
hyena,0,0,1,0,1,2,2,2,1.0659184099773739e-7
hyena,0,0,1,0,2,0,0,0,1.968504225558138e-7
hyena,0,0,1,0,2,0,0,1,1.968504225558138e-7
hyena,0,0,1,0,2,0,0,2,1.968504225558138e-7
hyena,0,0,1,0,2,0,1,0,8.23681122050244e-7
hyena,0,0,1,0,2,0,1,1,8.23681122050244e-7
hyena,0,0,1,0,2,0,1,2,8.23681122050244e-7
hyena,0,0,1,0,2,0,2,0,1.0659184099773739e-7
hyena,0,0,1,0,2,0,2,1,1.0659184099773739e-7
hyena,0,0,1,0,2,0,2,2,1.0659184099773739e-7
hyena,0,0,1,0,2,1,0,0,1.968504225558138e-7
hyena,0,0,1,0,2,1,0,1,1.968504225558138e-7
hyena,0,0,1,0,2,1,0,2,1.968504225558138e-7
hyena,0,0,1,0,2,1,1,0,8.23681122050244e-7
hyena,0,0,1,0,2,1,1,1,8.23681122050244e-7
hyena,0,0,1,0,2,1,1,2,8.23681122050244e-7
hyena,0,0,1,0,2,1,2,0,1.0659184099773739e-7
hyena,0,0,1,0,2,1,2,1,1.0659184099773739e-7
hyena,0,0,1,0,2,1,2,2,1.0659184099773739e-7
hyena,0,0,1,0,2,2,0,0,1.968504225558138e-7
hyena,0,0,1,0,2,2,0,1,1.968504225558138e-7
hyena,0,0,1,0,2,2,0,2,1.968504225558138e-7
hyena,0,0,1,0,2,2,1,0,8.23681122050244e-7
hyena,0,0,1,0,2,2,1,1,8.23681122050244e-7
hyena,0,0,1,0,2,2,1,2,8.23681122050244e-7
hyena,0,0,1,0,2,2,2,0,1.0659184099773739e-7
hyena,0,0,1,0,2,2,2,1,1.0659184099773739e-7
hyena,0,0,1,0,2,2,2,2,1.0659184099773739e-7
hyena,0,0,1,1,0,0,0,0,1.968504225558138e-7
hyena,0,0,1,1,0,0,0,1,1.968504225558138e-7
hyena,0,0,1,1,0,0,0,2,1.968504225558138e-7
hyena,0,0,1,1,0,0,1,0,8.23681122050244e-7
hyena,0,0,1,1,0,0,1,1,8.23681122050244e-7
hyena,0,0,1,1,0,0,1,2,8.23681122050244e-7
hyena,0,0,1,1,0,0,2,0,1.0659184099773739e-7
hyena,0,0,1,1,0,0,2,1,1.0659184099773739e-7
hyena,0,0,1,1,0,0,2,2,1.0659184099773739e-7
hyena,0,0,1,1,0,1,0,0,1.968504225558138e-7
hyena,0,0,1,1,0,1,0,1,1.968504225558138e-7
hyena,0,0,1,1,0,1,0,2,1.968504225558138e-7
hyena,0,0,1,1,0,1,1,0,8.23681122050244e-7
hyena,0,0,1,1,0,1,1,1,8.23681122050244e-7
hyena,0,0,1,1,0,1,1,2,8.23681122050244e-7
hyena,0,0,1,1,0,1,2,0,1.0659184099773739e-7
hyena,0,0,1,1,0,1,2,1,1.0659184099773739e-7
hyena,0,0,1,1,0,1,2,2,1.0659184099773739e-7
hyena,0,0,1,1,0,2,0,0,1.968504225558138e-7
hyena,0,0,1,1,0,2,0,1,1.968504225558138e-7
hyena,0,0,1,1,0,2,0,2,1.968504225558138e-7
hyena,0,0,1,1,0,2,1,0,8.23681122050244e-7
hyena,0,0,1,1,0,2,1,1,8.23681122050244e-7
hyena,0,0,1,1,0,2,1,2,8.23681122050244e-7
hyena,0,0,1,1,0,2,2,0,1.0659184099773739e-7
hyena,0,0,1,1,0,2,2,1,1.0659184099773739e-7
hyena,0,0,1,1,0,2,2,2,1.0659184099773739e-7
hyena,0,0,1,1,1,0,0,0,1.968504225558138e-7
hyena,0,0,1,1,1,0,0,1,1.968504225558138e-7
hyena,0,0,1,1,1,0,0,2,1.968504225558138e-7
hyena,0,0,1,1,1,0,1,0,8.23681122050244e-7
hyena,0,0,1,1,1,0,1,1,8.23681122050244e-7
hyena,0,0,1,1,1,0,1,2,8.23681122050244e-7
hyena,0,0,1,1,1,0,2,0,1.0659184099773739e-7
hyena,0,0,1,1,1,0,2,1,1.0659184099773739e-7
hyena,0,0,1,1,1,0,2,2,1.0659184099773739e-7
hyena,0,0,1,1,1,1,0,0,1.968504225558138e-7
hyena,0,0,1,1,1,1,0,1,1.968504225558138e-7
hyena,0,0,1,1,1,1,0,2,1.968504225558138e-7
hyena,0,0,1,1,1,1,1,0,8.23681122050244e-7
hyena,0,0,1,1,1,1,1,1,8.23681122050244e-7
hyena,0,0,1,1,1,1,1,2,8.23681122050244e-7
hyena,0,0,1,1,1,1,2,0,1.0659184099773739e-7
hyena,0,0,1,1,1,1,2,1,1.0659184099773739e-7
hyena,0,0,1,1,1,1,2,2,1.0659184099773739e-7
hyena,0,0,1,1,1,2,0,0,1.968504225558138e-7
hyena,0,0,1,1,1,2,0,1,1.968504225558138e-7
hyena,0,0,1,1,1,2,0,2,1.968504225558138e-7
hyena,0,0,1,1,1,2,1,0,8.23681122050244e-7
hyena,0,0,1,1,1,2,1,1,8.23681122050244e-7
hyena,0,0,1,1,1,2,1,2,8.23681122050244e-7
hyena,0,0,1,1,1,2,2,0,1.0659184099773739e-7
hyena,0,0,1,1,1,2,2,1,1.0659184099773739e-7
hyena,0,0,1,1,1,2,2,2,1.0659184099773739e-7
hyena,0,0,1,1,2,0,0,0,1.968504225558138e-7
hyena,0,0,1,1,2,0,0,1,1.968504225558138e-7
hyena,0,0,1,1,2,0,0,2,1.968504225558138e-7
hyena,0,0,1,1,2,0,1,0,8.23681122050244e-7
hyena,0,0,1,1,2,0,1,1,8.23681122050244e-7
hyena,0,0,1,1,2,0,1,2,8.23681122050244e-7
hyena,0,0,1,1,2,0,2,0,1.0659184099773739e-7
hyena,0,0,1,1,2,0,2,1,1.0659184099773739e-7
hyena,0,0,1,1,2,0,2,2,1.0659184099773739e-7
hyena,0,0,1,1,2,1,0,0,1.968504225558138e-7
hyena,0,0,1,1,2,1,0,1,1.968504225558138e-7
hyena,0,0,1,1,2,1,0,2,1.968504225558138e-7
hyena,0,0,1,1,2,1,1,0,8.23681122050244e-7
hyena,0,0,1,1,2,1,1,1,8.23681122050244e-7
hyena,0,0,1,1,2,1,1,2,8.23681122050244e-7
hyena,0,0,1,1,2,1,2,0,1.0659184099773739e-7
hyena,0,0,1,1,2,1,2,1,1.0659184099773739e-7
hyena,0,0,1,1,2,1,2,2,1.0659184099773739e-7
hyena,0,0,1,1,2,2,0,0,1.968504225558138e-7
hyena,0,0,1,1,2,2,0,1,1.968504225558138e-7
hyena,0,0,1,1,2,2,0,2,1.968504225558138e-7
hyena,0,0,1,1,2,2,1,0,8.23681122050244e-7
hyena,0,0,1,1,2,2,1,1,8.23681122050244e-7
hyena,0,0,1,1,2,2,1,2,8.23681122050244e-7
hyena,0,0,1,1,2,2,2,0,1.0659184099773739e-7
hyena,0,0,1,1,2,2,2,1,1.0659184099773739e-7
hyena,0,0,1,1,2,2,2,2,1.0659184099773739e-7
hyena,0,0,1,2,0,0,0,0,1.968504225558138e-7
hyena,0,0,1,2,0,0,0,1,1.968504225558138e-7
hyena,0,0,1,2,0,0,0,2,1.968504225558138e-7
hyena,0,0,1,2,0,0,1,0,8.23681122050244e-7
hyena,0,0,1,2,0,0,1,1,8.23681122050244e-7
hyena,0,0,1,2,0,0,1,2,8.23681122050244e-7
hyena,0,0,1,2,0,0,2,0,1.0659184099773739e-7
hyena,0,0,1,2,0,0,2,1,1.0659184099773739e-7
hyena,0,0,1,2,0,0,2,2,1.0659184099773739e-7
hyena,0,0,1,2,0,1,0,0,1.968504225558138e-7
hyena,0,0,1,2,0,1,0,1,1.968504225558138e-7
hyena,0,0,1,2,0,1,0,2,1.968504225558138e-7
hyena,0,0,1,2,0,1,1,0,8.23681122050244e-7
hyena,0,0,1,2,0,1,1,1,8.23681122050244e-7
hyena,0,0,1,2,0,1,1,2,8.23681122050244e-7
hyena,0,0,1,2,0,1,2,0,1.0659184099773739e-7
hyena,0,0,1,2,0,1,2,1,1.0659184099773739e-7
hyena,0,0,1,2,0,1,2,2,1.0659184099773739e-7
hyena,0,0,1,2,0,2,0,0,1.968504225558138e-7
hyena,0,0,1,2,0,2,0,1,1.968504225558138e-7
hyena,0,0,1,2,0,2,0,2,1.968504225558138e-7
hyena,0,0,1,2,0,2,1,0,8.23681122050244e-7
hyena,0,0,1,2,0,2,1,1,8.23681122050244e-7
hyena,0,0,1,2,0,2,1,2,8.23681122050244e-7
hyena,0,0,1,2,0,2,2,0,1.0659184099773739e-7
hyena,0,0,1,2,0,2,2,1,1.0659184099773739e-7
hyena,0,0,1,2,0,2,2,2,1.0659184099773739e-7
hyena,0,0,1,2,1,0,0,0,1.968504225558138e-7
hyena,0,0,1,2,1,0,0,1,1.968504225558138e-7
hyena,0,0,1,2,1,0,0,2,1.968504225558138e-7
hyena,0,0,1,2,1,0,1,0,8.23681122050244e-7
hyena,0,0,1,2,1,0,1,1,8.23681122050244e-7
hyena,0,0,1,2,1,0,1,2,8.23681122050244e-7
hyena,0,0,1,2,1,0,2,0,1.0659184099773739e-7
hyena,0,0,1,2,1,0,2,1,1.0659184099773739e-7
hyena,0,0,1,2,1,0,2,2,1.0659184099773739e-7
hyena,0,0,1,2,1,1,0,0,1.968504225558138e-7
hyena,0,0,1,2,1,1,0,1,1.968504225558138e-7
hyena,0,0,1,2,1,1,0,2,1.968504225558138e-7
