category,funny,industrious,busy,quiet,small,smart,prob
ant,0,1,0,2,0,0,0.000001663180839679239
ant,0,1,0,2,0,1,0.000001663180839679239
ant,0,1,0,2,0,2,0.000001663180839679239
ant,0,1,0,2,1,0,7.865576294549804e-7
ant,0,1,0,2,1,1,7.865576294549804e-7
ant,0,1,0,2,1,2,7.865576294549804e-7
ant,0,1,0,2,2,0,0.000014088752615081018
ant,0,1,0,2,2,1,0.000014088752615081018
ant,0,1,0,2,2,2,0.000014088752615081018
ant,0,1,1,0,0,0,0.000001663180839679239
ant,0,1,1,0,0,1,0.000001663180839679239
ant,0,1,1,0,0,2,0.000001663180839679239
ant,0,1,1,0,1,0,7.865576294549804e-7
ant,0,1,1,0,1,1,7.865576294549804e-7
ant,0,1,1,0,1,2,7.865576294549804e-7
ant,0,1,1,0,2,0,0.000014088752615081018
ant,0,1,1,0,2,1,0.000014088752615081018
ant,0,1,1,0,2,2,0.000014088752615081018
ant,0,1,1,1,0,0,0.000001663180839679239
ant,0,1,1,1,0,1,0.000001663180839679239
ant,0,1,1,1,0,2,0.000001663180839679239
ant,0,1,1,1,1,0,7.865576294549804e-7
ant,0,1,1,1,1,1,7.865576294549804e-7
ant,0,1,1,1,1,2,7.865576294549804e-7
ant,0,1,1,1,2,0,0.000014088752615081018
ant,0,1,1,1,2,1,0.000014088752615081018
ant,0,1,1,1,2,2,0.000014088752615081018
ant,0,1,1,2,0,0,0.000001663180839679239
ant,0,1,1,2,0,1,0.000001663180839679239
ant,0,1,1,2,0,2,0.000001663180839679239
ant,0,1,1,2,1,0,7.865576294549804e-7
ant,0,1,1,2,1,1,7.865576294549804e-7
ant,0,1,1,2,1,2,7.865576294549804e-7
ant,0,1,1,2,2,0,0.000014088752615081018
ant,0,1,1,2,2,1,0.000014088752615081018
ant,0,1,1,2,2,2,0.000014088752615081018
ant,0,1,2,0,0,0,0.000001663180839679239
ant,0,1,2,0,0,1,0.000001663180839679239
ant,0,1,2,0,0,2,0.000001663180839679239
ant,0,1,2,0,1,0,7.865576294549804e-7
ant,0,1,2,0,1,1,7.865576294549804e-7
ant,0,1,2,0,1,2,7.865576294549804e-7
ant,0,1,2,0,2,0,0.000014088752615081018
ant,0,1,2,0,2,1,0.000014088752615081018
ant,0,1,2,0,2,2,0.000014088752615081018
ant,0,1,2,1,0,0,0.000001663180839679239
ant,0,1,2,1,0,1,0.000001663180839679239
ant,0,1,2,1,0,2,0.000001663180839679239
ant,0,1,2,1,1,0,7.865576294549804e-7
ant,0,1,2,1,1,1,7.865576294549804e-7
ant,0,1,2,1,1,2,7.865576294549804e-7
ant,0,1,2,1,2,0,0.000014088752615081018
ant,0,1,2,1,2,1,0.000014088752615081018
ant,0,1,2,1,2,2,0.000014088752615081018
ant,0,1,2,2,0,0,0.000001663180839679239
ant,0,1,2,2,0,1,0.000001663180839679239
ant,0,1,2,2,0,2,0.000001663180839679239
ant,0,1,2,2,1,0,7.865576294549804e-7
ant,0,1,2,2,1,1,7.865576294549804e-7
ant,0,1,2,2,1,2,7.865576294549804e-7
ant,0,1,2,2,2,0,0.000014088752615081018
ant,0,1,2,2,2,1,0.000014088752615081018
ant,0,1,2,2,2,2,0.000014088752615081018
ant,0,2,0,0,0,0,0.000004010420109283653
ant,0,2,0,0,0,1,0.000004010420109283653
ant,0,2,0,0,0,2,0.000004010420109283653
ant,0,2,0,0,1,0,0.000001907639008808442
ant,0,2,0,0,1,1,0.000001907639008808442
ant,0,2,0,0,1,2,0.000001907639008808442
ant,0,2,0,0,2,0,0.00003357709284084865
ant,0,2,0,0,2,1,0.00003357709284084865
ant,0,2,0,0,2,2,0.00003357709284084865
ant,0,2,0,1,0,0,0.000004010420109283653
ant,0,2,0,1,0,1,0.000004010420109283653
ant,0,2,0,1,0,2,0.000004010420109283653
ant,0,2,0,1,1,0,0.000001907639008808442
ant,0,2,0,1,1,1,0.000001907639008808442
ant,0,2,0,1,1,2,0.000001907639008808442
ant,0,2,0,1,2,0,0.00003357709284084865
ant,0,2,0,1,2,1,0.00003357709284084865
ant,0,2,0,1,2,2,0.00003357709284084865
ant,0,2,0,2,0,0,0.000004010420109283653
ant,0,2,0,2,0,1,0.000004010420109283653
ant,0,2,0,2,0,2,0.000004010420109283653
ant,0,2,0,2,1,0,0.000001907639008808442
ant,0,2,0,2,1,1,0.000001907639008808442
ant,0,2,0,2,1,2,0.000001907639008808442
ant,0,2,0,2,2,0,0.00003357709284084865
ant,0,2,0,2,2,1,0.00003357709284084865
ant,0,2,0,2,2,2,0.00003357709284084865
ant,0,2,1,0,0,0,0.000004010420109283653
ant,0,2,1,0,0,1,0.000004010420109283653
ant,0,2,1,0,0,2,0.000004010420109283653
ant,0,2,1,0,1,0,0.000001907639008808442
ant,0,2,1,0,1,1,0.000001907639008808442
ant,0,2,1,0,1,2,0.000001907639008808442
ant,0,2,1,0,2,0,0.00003357709284084865
ant,0,2,1,0,2,1,0.00003357709284084865
ant,0,2,1,0,2,2,0.00003357709284084865
ant,0,2,1,1,0,0,0.000004010420109283653
ant,0,2,1,1,0,1,0.000004010420109283653
ant,0,2,1,1,0,2,0.000004010420109283653
ant,0,2,1,1,1,0,0.000001907639008808442
ant,0,2,1,1,1,1,0.000001907639008808442
ant,0,2,1,1,1,2,0.000001907639008808442
ant,0,2,1,1,2,0,0.00003357709284084865
ant,0,2,1,1,2,1,0.00003357709284084865
ant,0,2,1,1,2,2,0.00003357709284084865
ant,0,2,1,2,0,0,0.000004010420109283653
ant,0,2,1,2,0,1,0.000004010420109283653
ant,0,2,1,2,0,2,0.000004010420109283653
ant,0,2,1,2,1,0,0.000001907639008808442
ant,0,2,1,2,1,1,0.000001907639008808442
ant,0,2,1,2,1,2,0.000001907639008808442
ant,0,2,1,2,2,0,0.00003357709284084865
ant,0,2,1,2,2,1,0.00003357709284084865
ant,0,2,1,2,2,2,0.00003357709284084865
ant,0,2,2,0,0,0,0.000004010420109283653
ant,0,2,2,0,0,1,0.000004010420109283653
ant,0,2,2,0,0,2,0.000004010420109283653
ant,0,2,2,0,1,0,0.000001907639008808442
ant,0,2,2,0,1,1,0.000001907639008808442
ant,0,2,2,0,1,2,0.000001907639008808442
ant,0,2,2,0,2,0,0.00003357709284084865
ant,0,2,2,0,2,1,0.00003357709284084865
ant,0,2,2,0,2,2,0.00003357709284084865
ant,0,2,2,1,0,0,0.000004010420109283653
ant,0,2,2,1,0,1,0.000004010420109283653
ant,0,2,2,1,0,2,0.000004010420109283653
ant,0,2,2,1,1,0,0.000001907639008808442
ant,0,2,2,1,1,1,0.000001907639008808442
ant,0,2,2,1,1,2,0.000001907639008808442
ant,0,2,2,1,2,0,0.00003357709284084865
ant,0,2,2,1,2,1,0.00003357709284084865
ant,0,2,2,1,2,2,0.00003357709284084865
ant,0,2,2,2,0,0,0.000004010420109283653
ant,0,2,2,2,0,1,0.000004010420109283653
ant,0,2,2,2,0,2,0.000004010420109283653
ant,0,2,2,2,1,0,0.000001907639008808442
ant,0,2,2,2,1,1,0.000001907639008808442
ant,0,2,2,2,1,2,0.000001907639008808442
ant,0,2,2,2,2,0,0.00003357709284084865
ant,0,2,2,2,2,1,0.00003357709284084865
ant,0,2,2,2,2,2,0.00003357709284084865
ant,1,0,0,0,0,0,8.17553536385075e-7
ant,1,0,0,0,0,1,8.17553536385075e-7
ant,1,0,0,0,0,2,8.17553536385075e-7
ant,1,0,0,0,1,0,3.8626037300021795e-7
ant,1,0,0,0,1,1,3.8626037300021795e-7
ant,1,0,0,0,1,2,3.8626037300021795e-7
ant,1,0,0,0,2,0,0.000006939099681631412
ant,1,0,0,0,2,1,0.000006939099681631412
ant,1,0,0,0,2,2,0.000006939099681631412
ant,1,0,0,1,0,0,8.17553536385075e-7
ant,1,0,0,1,0,1,8.17553536385075e-7
ant,1,0,0,1,0,2,8.17553536385075e-7
ant,1,0,0,1,1,0,3.8626037300021795e-7
ant,1,0,0,1,1,1,3.8626037300021795e-7
ant,1,0,0,1,1,2,3.8626037300021795e-7
ant,1,0,0,1,2,0,0.000006939099681631412
ant,1,0,0,1,2,1,0.000006939099681631412
ant,1,0,0,1,2,2,0.000006939099681631412
ant,1,0,0,2,0,0,8.17553536385075e-7
ant,1,0,0,2,0,1,8.17553536385075e-7
ant,1,0,0,2,0,2,8.17553536385075e-7
ant,1,0,0,2,1,0,3.8626037300021795e-7
ant,1,0,0,2,1,1,3.8626037300021795e-7
ant,1,0,0,2,1,2,3.8626037300021795e-7
ant,1,0,0,2,2,0,0.000006939099681631412
ant,1,0,0,2,2,1,0.000006939099681631412
ant,1,0,0,2,2,2,0.000006939099681631412
ant,1,0,1,0,0,0,8.17553536385075e-7
ant,1,0,1,0,0,1,8.17553536385075e-7
ant,1,0,1,0,0,2,8.17553536385075e-7
ant,1,0,1,0,1,0,3.8626037300021795e-7
ant,1,0,1,0,1,1,3.8626037300021795e-7
ant,1,0,1,0,1,2,3.8626037300021795e-7
ant,1,0,1,0,2,0,0.000006939099681631412
ant,1,0,1,0,2,1,0.000006939099681631412
ant,1,0,1,0,2,2,0.000006939099681631412
ant,1,0,1,1,0,0,8.17553536385075e-7
ant,1,0,1,1,0,1,8.17553536385075e-7
ant,1,0,1,1,0,2,8.17553536385075e-7
ant,1,0,1,1,1,0,3.8626037300021795e-7
ant,1,0,1,1,1,1,3.8626037300021795e-7
ant,1,0,1,1,1,2,3.8626037300021795e-7
ant,1,0,1,1,2,0,0.000006939099681631412
ant,1,0,1,1,2,1,0.000006939099681631412
ant,1,0,1,1,2,2,0.000006939099681631412
ant,1,0,1,2,0,0,8.17553536385075e-7
ant,1,0,1,2,0,1,8.17553536385075e-7
ant,1,0,1,2,0,2,8.17553536385075e-7
ant,1,0,1,2,1,0,3.8626037300021795e-7
ant,1,0,1,2,1,1,3.8626037300021795e-7
ant,1,0,1,2,1,2,3.8626037300021795e-7
ant,1,0,1,2,2,0,0.000006939099681631412
ant,1,0,1,2,2,1,0.000006939099681631412
ant,1,0,1,2,2,2,0.000006939099681631412
ant,1,0,2,0,0,0,8.17553536385075e-7
ant,1,0,2,0,0,1,8.17553536385075e-7
ant,1,0,2,0,0,2,8.17553536385075e-7
ant,1,0,2,0,1,0,3.8626037300021795e-7
ant,1,0,2,0,1,1,3.8626037300021795e-7
ant,1,0,2,0,1,2,3.8626037300021795e-7
ant,1,0,2,0,2,0,0.000006939099681631412
ant,1,0,2,0,2,1,0.000006939099681631412
ant,1,0,2,0,2,2,0.000006939099681631412
ant,1,0,2,1,0,0,8.17553536385075e-7
ant,1,0,2,1,0,1,8.17553536385075e-7
ant,1,0,2,1,0,2,8.17553536385075e-7
ant,1,0,2,1,1,0,3.8626037300021795e-7
ant,1,0,2,1,1,1,3.8626037300021795e-7
ant,1,0,2,1,1,2,3.8626037300021795e-7
ant,1,0,2,1,2,0,0.000006939099681631412
ant,1,0,2,1,2,1,0.000006939099681631412
ant,1,0,2,1,2,2,0.000006939099681631412
ant,1,0,2,2,0,0,8.17553536385075e-7
ant,1,0,2,2,0,1,8.17553536385075e-7
ant,1,0,2,2,0,2,8.17553536385075e-7
ant,1,0,2,2,1,0,3.8626037300021795e-7
ant,1,0,2,2,1,1,3.8626037300021795e-7
ant,1,0,2,2,1,2,3.8626037300021795e-7
ant,1,0,2,2,2,0,0.000006939099681631412
ant,1,0,2,2,2,1,0.000006939099681631412
ant,1,0,2,2,2,2,0.000006939099681631412
ant,1,1,0,0,0,0,0.000001663180839679239
ant,1,1,0,0,0,1,0.000001663180839679239
ant,1,1,0,0,0,2,0.000001663180839679239
ant,1,1,0,0,1,0,7.865576294549804e-7
ant,1,1,0,0,1,1,7.865576294549804e-7
ant,1,1,0,0,1,2,7.865576294549804e-7
ant,1,1,0,0,2,0,0.000014088752615081018
ant,1,1,0,0,2,1,0.000014088752615081018
ant,1,1,0,0,2,2,0.000014088752615081018
ant,1,1,0,1,0,0,0.000001663180839679239
ant,1,1,0,1,0,1,0.000001663180839679239
ant,1,1,0,1,0,2,0.000001663180839679239
ant,1,1,0,1,1,0,7.865576294549804e-7
ant,1,1,0,1,1,1,7.865576294549804e-7
ant,1,1,0,1,1,2,7.865576294549804e-7
ant,1,1,0,1,2,0,0.000014088752615081018
ant,1,1,0,1,2,1,0.000014088752615081018
ant,1,1,0,1,2,2,0.000014088752615081018
ant,1,1,0,2,0,0,0.000001663180839679239
ant,1,1,0,2,0,1,0.000001663180839679239
ant,1,1,0,2,0,2,0.000001663180839679239
ant,1,1,0,2,1,0,7.865576294549804e-7
ant,1,1,0,2,1,1,7.865576294549804e-7
ant,1,1,0,2,1,2,7.865576294549804e-7
ant,1,1,0,2,2,0,0.000014088752615081018
ant,1,1,0,2,2,1,0.000014088752615081018
ant,1,1,0,2,2,2,0.000014088752615081018
ant,1,1,1,0,0,0,0.000001663180839679239
ant,1,1,1,0,0,1,0.000001663180839679239
ant,1,1,1,0,0,2,0.000001663180839679239
ant,1,1,1,0,1,0,7.865576294549804e-7
ant,1,1,1,0,1,1,7.865576294549804e-7
ant,1,1,1,0,1,2,7.865576294549804e-7
ant,1,1,1,0,2,0,0.000014088752615081018
ant,1,1,1,0,2,1,0.000014088752615081018
ant,1,1,1,0,2,2,0.000014088752615081018
ant,1,1,1,1,0,0,0.000001663180839679239
ant,1,1,1,1,0,1,0.000001663180839679239
ant,1,1,1,1,0,2,0.000001663180839679239
ant,1,1,1,1,1,0,7.865576294549804e-7
ant,1,1,1,1,1,1,7.865576294549804e-7
ant,1,1,1,1,1,2,7.865576294549804e-7
ant,1,1,1,1,2,0,0.000014088752615081018
ant,1,1,1,1,2,1,0.000014088752615081018
ant,1,1,1,1,2,2,0.000014088752615081018
ant,1,1,1,2,0,0,0.000001663180839679239
ant,1,1,1,2,0,1,0.000001663180839679239
ant,1,1,1,2,0,2,0.000001663180839679239
ant,1,1,1,2,1,0,7.865576294549804e-7
ant,1,1,1,2,1,1,7.865576294549804e-7
ant,1,1,1,2,1,2,7.865576294549804e-7
ant,1,1,1,2,2,0,0.000014088752615081018
ant,1,1,1,2,2,1,0.000014088752615081018
ant,1,1,1,2,2,2,0.000014088752615081018
ant,1,1,2,0,0,0,0.000001663180839679239
ant,1,1,2,0,0,1,0.000001663180839679239
ant,1,1,2,0,0,2,0.000001663180839679239
ant,1,1,2,0,1,0,7.865576294549804e-7
ant,1,1,2,0,1,1,7.865576294549804e-7
ant,1,1,2,0,1,2,7.865576294549804e-7
ant,1,1,2,0,2,0,0.000014088752615081018
ant,1,1,2,0,2,1,0.000014088752615081018
ant,1,1,2,0,2,2,0.000014088752615081018
ant,1,1,2,1,0,0,0.000001663180839679239
ant,1,1,2,1,0,1,0.000001663180839679239
ant,1,1,2,1,0,2,0.000001663180839679239
ant,1,1,2,1,1,0,7.865576294549804e-7
ant,1,1,2,1,1,1,7.865576294549804e-7
ant,1,1,2,1,1,2,7.865576294549804e-7
ant,1,1,2,1,2,0,0.000014088752615081018
ant,1,1,2,1,2,1,0.000014088752615081018
ant,1,1,2,1,2,2,0.000014088752615081018
ant,1,1,2,2,0,0,0.000001663180839679239
ant,1,1,2,2,0,1,0.000001663180839679239
ant,1,1,2,2,0,2,0.000001663180839679239
ant,1,1,2,2,1,0,7.865576294549804e-7
ant,1,1,2,2,1,1,7.865576294549804e-7
ant,1,1,2,2,1,2,7.865576294549804e-7
ant,1,1,2,2,2,0,0.000014088752615081018
ant,1,1,2,2,2,1,0.000014088752615081018
ant,1,1,2,2,2,2,0.000014088752615081018
ant,1,2,0,0,0,0,0.000004010420109283653
ant,1,2,0,0,0,1,0.000004010420109283653
ant,1,2,0,0,0,2,0.000004010420109283653
ant,1,2,0,0,1,0,0.000001907639008808442
ant,1,2,0,0,1,1,0.000001907639008808442
ant,1,2,0,0,1,2,0.000001907639008808442
ant,1,2,0,0,2,0,0.00003357709284084865
ant,1,2,0,0,2,1,0.00003357709284084865
ant,1,2,0,0,2,2,0.00003357709284084865
ant,1,2,0,1,0,0,0.000004010420109283653
ant,1,2,0,1,0,1,0.000004010420109283653
ant,1,2,0,1,0,2,0.000004010420109283653
ant,1,2,0,1,1,0,0.000001907639008808442
ant,1,2,0,1,1,1,0.000001907639008808442
ant,1,2,0,1,1,2,0.000001907639008808442
ant,1,2,0,1,2,0,0.00003357709284084865
ant,1,2,0,1,2,1,0.00003357709284084865
ant,1,2,0,1,2,2,0.00003357709284084865
ant,1,2,0,2,0,0,0.000004010420109283653
ant,1,2,0,2,0,1,0.000004010420109283653
ant,1,2,0,2,0,2,0.000004010420109283653
ant,1,2,0,2,1,0,0.000001907639008808442
ant,1,2,0,2,1,1,0.000001907639008808442
ant,1,2,0,2,1,2,0.000001907639008808442
ant,1,2,0,2,2,0,0.00003357709284084865
ant,1,2,0,2,2,1,0.00003357709284084865
ant,1,2,0,2,2,2,0.00003357709284084865
ant,1,2,1,0,0,0,0.000004010420109283653
ant,1,2,1,0,0,1,0.000004010420109283653
ant,1,2,1,0,0,2,0.000004010420109283653
ant,1,2,1,0,1,0,0.000001907639008808442
ant,1,2,1,0,1,1,0.000001907639008808442
ant,1,2,1,0,1,2,0.000001907639008808442
ant,1,2,1,0,2,0,0.00003357709284084865
ant,1,2,1,0,2,1,0.00003357709284084865
ant,1,2,1,0,2,2,0.00003357709284084865
ant,1,2,1,1,0,0,0.000004010420109283653
ant,1,2,1,1,0,1,0.000004010420109283653
ant,1,2,1,1,0,2,0.000004010420109283653
ant,1,2,1,1,1,0,0.000001907639008808442
ant,1,2,1,1,1,1,0.000001907639008808442
ant,1,2,1,1,1,2,0.000001907639008808442
ant,1,2,1,1,2,0,0.00003357709284084865
ant,1,2,1,1,2,1,0.00003357709284084865
ant,1,2,1,1,2,2,0.00003357709284084865
ant,1,2,1,2,0,0,0.000004010420109283653
ant,1,2,1,2,0,1,0.000004010420109283653
ant,1,2,1,2,0,2,0.000004010420109283653
ant,1,2,1,2,1,0,0.000001907639008808442
ant,1,2,1,2,1,1,0.000001907639008808442
ant,1,2,1,2,1,2,0.000001907639008808442
ant,1,2,1,2,2,0,0.00003357709284084865
ant,1,2,1,2,2,1,0.00003357709284084865
ant,1,2,1,2,2,2,0.00003357709284084865
ant,1,2,2,0,0,0,0.000004010420109283653
ant,1,2,2,0,0,1,0.000004010420109283653
ant,1,2,2,0,0,2,0.000004010420109283653
ant,1,2,2,0,1,0,0.000001907639008808442
ant,1,2,2,0,1,1,0.000001907639008808442
ant,1,2,2,0,1,2,0.000001907639008808442
ant,1,2,2,0,2,0,0.00003357709284084865
ant,1,2,2,0,2,1,0.00003357709284084865
ant,1,2,2,0,2,2,0.00003357709284084865
ant,1,2,2,1,0,0,0.000004010420109283653
ant,1,2,2,1,0,1,0.000004010420109283653
ant,1,2,2,1,0,2,0.000004010420109283653
ant,1,2,2,1,1,0,0.000001907639008808442
ant,1,2,2,1,1,1,0.000001907639008808442
ant,1,2,2,1,1,2,0.000001907639008808442
ant,1,2,2,1,2,0,0.00003357709284084865
ant,1,2,2,1,2,1,0.00003357709284084865
ant,1,2,2,1,2,2,0.00003357709284084865
ant,1,2,2,2,0,0,0.000004010420109283653
ant,1,2,2,2,0,1,0.000004010420109283653
ant,1,2,2,2,0,2,0.000004010420109283653
ant,1,2,2,2,1,0,0.000001907639008808442
ant,1,2,2,2,1,1,0.000001907639008808442
ant,1,2,2,2,1,2,0.000001907639008808442
ant,1,2,2,2,2,0,0.00003357709284084865
ant,1,2,2,2,2,1,0.00003357709284084865
ant,1,2,2,2,2,2,0.00003357709284084865
ant,2,0,0,0,0,0,8.17553536385075e-7
ant,2,0,0,0,0,1,8.17553536385075e-7
ant,2,0,0,0,0,2,8.17553536385075e-7
ant,2,0,0,0,1,0,3.8626037300021795e-7
ant,2,0,0,0,1,1,3.8626037300021795e-7
ant,2,0,0,0,1,2,3.8626037300021795e-7
ant,2,0,0,0,2,0,0.000006939099681631412
ant,2,0,0,0,2,1,0.000006939099681631412
ant,2,0,0,0,2,2,0.000006939099681631412
ant,2,0,0,1,0,0,8.17553536385075e-7
ant,2,0,0,1,0,1,8.17553536385075e-7
ant,2,0,0,1,0,2,8.17553536385075e-7
ant,2,0,0,1,1,0,3.8626037300021795e-7
ant,2,0,0,1,1,1,3.8626037300021795e-7
ant,2,0,0,1,1,2,3.8626037300021795e-7
ant,2,0,0,1,2,0,0.000006939099681631412
ant,2,0,0,1,2,1,0.000006939099681631412
ant,2,0,0,1,2,2,0.000006939099681631412
ant,2,0,0,2,0,0,8.17553536385075e-7
ant,2,0,0,2,0,1,8.17553536385075e-7
ant,2,0,0,2,0,2,8.17553536385075e-7
ant,2,0,0,2,1,0,3.8626037300021795e-7
ant,2,0,0,2,1,1,3.8626037300021795e-7
ant,2,0,0,2,1,2,3.8626037300021795e-7
ant,2,0,0,2,2,0,0.000006939099681631412
ant,2,0,0,2,2,1,0.000006939099681631412
ant,2,0,0,2,2,2,0.000006939099681631412
ant,2,0,1,0,0,0,8.17553536385075e-7
ant,2,0,1,0,0,1,8.17553536385075e-7
ant,2,0,1,0,0,2,8.17553536385075e-7
ant,2,0,1,0,1,0,3.8626037300021795e-7
ant,2,0,1,0,1,1,3.8626037300021795e-7
ant,2,0,1,0,1,2,3.8626037300021795e-7
ant,2,0,1,0,2,0,0.000006939099681631412
ant,2,0,1,0,2,1,0.000006939099681631412
ant,2,0,1,0,2,2,0.000006939099681631412
ant,2,0,1,1,0,0,8.17553536385075e-7
ant,2,0,1,1,0,1,8.17553536385075e-7
ant,2,0,1,1,0,2,8.17553536385075e-7
ant,2,0,1,1,1,0,3.8626037300021795e-7
ant,2,0,1,1,1,1,3.8626037300021795e-7
ant,2,0,1,1,1,2,3.8626037300021795e-7
ant,2,0,1,1,2,0,0.000006939099681631412
ant,2,0,1,1,2,1,0.000006939099681631412
ant,2,0,1,1,2,2,0.000006939099681631412
ant,2,0,1,2,0,0,8.17553536385075e-7
ant,2,0,1,2,0,1,8.17553536385075e-7
ant,2,0,1,2,0,2,8.17553536385075e-7
ant,2,0,1,2,1,0,3.8626037300021795e-7
ant,2,0,1,2,1,1,3.8626037300021795e-7
ant,2,0,1,2,1,2,3.8626037300021795e-7
ant,2,0,1,2,2,0,0.000006939099681631412
ant,2,0,1,2,2,1,0.000006939099681631412
ant,2,0,1,2,2,2,0.000006939099681631412
ant,2,0,2,0,0,0,8.17553536385075e-7
ant,2,0,2,0,0,1,8.17553536385075e-7
ant,2,0,2,0,0,2,8.17553536385075e-7
ant,2,0,2,0,1,0,3.8626037300021795e-7
ant,2,0,2,0,1,1,3.8626037300021795e-7
ant,2,0,2,0,1,2,3.8626037300021795e-7
