category,cute,lazy,agile,fast,sleek,playful,loyal,friendly,prob
jaguar,0,0,0,1,0,2,2,2,3.6337777337362833e-7
jaguar,0,0,0,1,1,0,0,0,3.6337777337362833e-7
jaguar,0,0,0,1,1,0,0,1,3.6337777337362833e-7
jaguar,0,0,0,1,1,0,0,2,3.6337777337362833e-7
jaguar,0,0,0,1,1,0,1,0,3.6337777337362833e-7
jaguar,0,0,0,1,1,0,1,1,3.6337777337362833e-7
jaguar,0,0,0,1,1,0,1,2,3.6337777337362833e-7
jaguar,0,0,0,1,1,0,2,0,3.6337777337362833e-7
jaguar,0,0,0,1,1,0,2,1,3.6337777337362833e-7
jaguar,0,0,0,1,1,0,2,2,3.6337777337362833e-7
jaguar,0,0,0,1,1,1,0,0,3.6337777337362833e-7
jaguar,0,0,0,1,1,1,0,1,3.6337777337362833e-7
jaguar,0,0,0,1,1,1,0,2,3.6337777337362833e-7
jaguar,0,0,0,1,1,1,1,0,3.6337777337362833e-7
jaguar,0,0,0,1,1,1,1,1,3.6337777337362833e-7
jaguar,0,0,0,1,1,1,1,2,3.6337777337362833e-7
jaguar,0,0,0,1,1,1,2,0,3.6337777337362833e-7
jaguar,0,0,0,1,1,1,2,1,3.6337777337362833e-7
jaguar,0,0,0,1,1,1,2,2,3.6337777337362833e-7
jaguar,0,0,0,1,1,2,0,0,3.6337777337362833e-7
jaguar,0,0,0,1,1,2,0,1,3.6337777337362833e-7
jaguar,0,0,0,1,1,2,0,2,3.6337777337362833e-7
jaguar,0,0,0,1,1,2,1,0,3.6337777337362833e-7
jaguar,0,0,0,1,1,2,1,1,3.6337777337362833e-7
jaguar,0,0,0,1,1,2,1,2,3.6337777337362833e-7
jaguar,0,0,0,1,1,2,2,0,3.6337777337362833e-7
jaguar,0,0,0,1,1,2,2,1,3.6337777337362833e-7
jaguar,0,0,0,1,1,2,2,2,3.6337777337362833e-7
jaguar,0,0,0,1,2,0,0,0,3.6337777337362833e-7
jaguar,0,0,0,1,2,0,0,1,3.6337777337362833e-7
jaguar,0,0,0,1,2,0,0,2,3.6337777337362833e-7
jaguar,0,0,0,1,2,0,1,0,3.6337777337362833e-7
jaguar,0,0,0,1,2,0,1,1,3.6337777337362833e-7
jaguar,0,0,0,1,2,0,1,2,3.6337777337362833e-7
jaguar,0,0,0,1,2,0,2,0,3.6337777337362833e-7
jaguar,0,0,0,1,2,0,2,1,3.6337777337362833e-7
jaguar,0,0,0,1,2,0,2,2,3.6337777337362833e-7
jaguar,0,0,0,1,2,1,0,0,3.6337777337362833e-7
jaguar,0,0,0,1,2,1,0,1,3.6337777337362833e-7
jaguar,0,0,0,1,2,1,0,2,3.6337777337362833e-7
jaguar,0,0,0,1,2,1,1,0,3.6337777337362833e-7
jaguar,0,0,0,1,2,1,1,1,3.6337777337362833e-7
jaguar,0,0,0,1,2,1,1,2,3.6337777337362833e-7
jaguar,0,0,0,1,2,1,2,0,3.6337777337362833e-7
jaguar,0,0,0,1,2,1,2,1,3.6337777337362833e-7
jaguar,0,0,0,1,2,1,2,2,3.6337777337362833e-7
jaguar,0,0,0,1,2,2,0,0,3.6337777337362833e-7
jaguar,0,0,0,1,2,2,0,1,3.6337777337362833e-7
jaguar,0,0,0,1,2,2,0,2,3.6337777337362833e-7
jaguar,0,0,0,1,2,2,1,0,3.6337777337362833e-7
jaguar,0,0,0,1,2,2,1,1,3.6337777337362833e-7
jaguar,0,0,0,1,2,2,1,2,3.6337777337362833e-7
jaguar,0,0,0,1,2,2,2,0,3.6337777337362833e-7
jaguar,0,0,0,1,2,2,2,1,3.6337777337362833e-7
jaguar,0,0,0,1,2,2,2,2,3.6337777337362833e-7
jaguar,0,0,0,2,0,0,0,0,4.861475612699054e-7
jaguar,0,0,0,2,0,0,0,1,4.861475612699054e-7
jaguar,0,0,0,2,0,0,0,2,4.861475612699054e-7
jaguar,0,0,0,2,0,0,1,0,4.861475612699054e-7
jaguar,0,0,0,2,0,0,1,1,4.861475612699054e-7
jaguar,0,0,0,2,0,0,1,2,4.861475612699054e-7
jaguar,0,0,0,2,0,0,2,0,4.861475612699054e-7
jaguar,0,0,0,2,0,0,2,1,4.861475612699054e-7
jaguar,0,0,0,2,0,0,2,2,4.861475612699054e-7
jaguar,0,0,0,2,0,1,0,0,4.861475612699054e-7
jaguar,0,0,0,2,0,1,0,1,4.861475612699054e-7
jaguar,0,0,0,2,0,1,0,2,4.861475612699054e-7
jaguar,0,0,0,2,0,1,1,0,4.861475612699054e-7
jaguar,0,0,0,2,0,1,1,1,4.861475612699054e-7
jaguar,0,0,0,2,0,1,1,2,4.861475612699054e-7
jaguar,0,0,0,2,0,1,2,0,4.861475612699054e-7
jaguar,0,0,0,2,0,1,2,1,4.861475612699054e-7
jaguar,0,0,0,2,0,1,2,2,4.861475612699054e-7
jaguar,0,0,0,2,0,2,0,0,4.861475612699054e-7
jaguar,0,0,0,2,0,2,0,1,4.861475612699054e-7
jaguar,0,0,0,2,0,2,0,2,4.861475612699054e-7
jaguar,0,0,0,2,0,2,1,0,4.861475612699054e-7
jaguar,0,0,0,2,0,2,1,1,4.861475612699054e-7
jaguar,0,0,0,2,0,2,1,2,4.861475612699054e-7
jaguar,0,0,0,2,0,2,2,0,4.861475612699054e-7
jaguar,0,0,0,2,0,2,2,1,4.861475612699054e-7
jaguar,0,0,0,2,0,2,2,2,4.861475612699054e-7
jaguar,0,0,0,2,1,0,0,0,4.861475612699054e-7
jaguar,0,0,0,2,1,0,0,1,4.861475612699054e-7
jaguar,0,0,0,2,1,0,0,2,4.861475612699054e-7
jaguar,0,0,0,2,1,0,1,0,4.861475612699054e-7
jaguar,0,0,0,2,1,0,1,1,4.861475612699054e-7
jaguar,0,0,0,2,1,0,1,2,4.861475612699054e-7
jaguar,0,0,0,2,1,0,2,0,4.861475612699054e-7
jaguar,0,0,0,2,1,0,2,1,4.861475612699054e-7
jaguar,0,0,0,2,1,0,2,2,4.861475612699054e-7
jaguar,0,0,0,2,1,1,0,0,4.861475612699054e-7
jaguar,0,0,0,2,1,1,0,1,4.861475612699054e-7
jaguar,0,0,0,2,1,1,0,2,4.861475612699054e-7
jaguar,0,0,0,2,1,1,1,0,4.861475612699054e-7
jaguar,0,0,0,2,1,1,1,1,4.861475612699054e-7
jaguar,0,0,0,2,1,1,1,2,4.861475612699054e-7
jaguar,0,0,0,2,1,1,2,0,4.861475612699054e-7
jaguar,0,0,0,2,1,1,2,1,4.861475612699054e-7
jaguar,0,0,0,2,1,1,2,2,4.861475612699054e-7
jaguar,0,0,0,2,1,2,0,0,4.861475612699054e-7
jaguar,0,0,0,2,1,2,0,1,4.861475612699054e-7
jaguar,0,0,0,2,1,2,0,2,4.861475612699054e-7
jaguar,0,0,0,2,1,2,1,0,4.861475612699054e-7
jaguar,0,0,0,2,1,2,1,1,4.861475612699054e-7
jaguar,0,0,0,2,1,2,1,2,4.861475612699054e-7
jaguar,0,0,0,2,1,2,2,0,4.861475612699054e-7
jaguar,0,0,0,2,1,2,2,1,4.861475612699054e-7
jaguar,0,0,0,2,1,2,2,2,4.861475612699054e-7
jaguar,0,0,0,2,2,0,0,0,4.861475612699054e-7
jaguar,0,0,0,2,2,0,0,1,4.861475612699054e-7
jaguar,0,0,0,2,2,0,0,2,4.861475612699054e-7
jaguar,0,0,0,2,2,0,1,0,4.861475612699054e-7
jaguar,0,0,0,2,2,0,1,1,4.861475612699054e-7
jaguar,0,0,0,2,2,0,1,2,4.861475612699054e-7
jaguar,0,0,0,2,2,0,2,0,4.861475612699054e-7
jaguar,0,0,0,2,2,0,2,1,4.861475612699054e-7
jaguar,0,0,0,2,2,0,2,2,4.861475612699054e-7
jaguar,0,0,0,2,2,1,0,0,4.861475612699054e-7
jaguar,0,0,0,2,2,1,0,1,4.861475612699054e-7
jaguar,0,0,0,2,2,1,0,2,4.861475612699054e-7
jaguar,0,0,0,2,2,1,1,0,4.861475612699054e-7
jaguar,0,0,0,2,2,1,1,1,4.861475612699054e-7
jaguar,0,0,0,2,2,1,1,2,4.861475612699054e-7
jaguar,0,0,0,2,2,1,2,0,4.861475612699054e-7
jaguar,0,0,0,2,2,1,2,1,4.861475612699054e-7
jaguar,0,0,0,2,2,1,2,2,4.861475612699054e-7
jaguar,0,0,0,2,2,2,0,0,4.861475612699054e-7
jaguar,0,0,0,2,2,2,0,1,4.861475612699054e-7
jaguar,0,0,0,2,2,2,0,2,4.861475612699054e-7
jaguar,0,0,0,2,2,2,1,0,4.861475612699054e-7
jaguar,0,0,0,2,2,2,1,1,4.861475612699054e-7
jaguar,0,0,0,2,2,2,1,2,4.861475612699054e-7
jaguar,0,0,0,2,2,2,2,0,4.861475612699054e-7
jaguar,0,0,0,2,2,2,2,1,4.861475612699054e-7
jaguar,0,0,0,2,2,2,2,2,4.861475612699054e-7
jaguar,0,0,1,0,0,0,0,0,5.484569967546523e-8
jaguar,0,0,1,0,0,0,0,1,5.484569967546523e-8
jaguar,0,0,1,0,0,0,0,2,5.484569967546523e-8
jaguar,0,0,1,0,0,0,1,0,5.484569967546523e-8
jaguar,0,0,1,0,0,0,1,1,5.484569967546523e-8
jaguar,0,0,1,0,0,0,1,2,5.484569967546523e-8
jaguar,0,0,1,0,0,0,2,0,5.484569967546523e-8
jaguar,0,0,1,0,0,0,2,1,5.484569967546523e-8
jaguar,0,0,1,0,0,0,2,2,5.484569967546523e-8
jaguar,0,0,1,0,0,1,0,0,5.484569967546523e-8
jaguar,0,0,1,0,0,1,0,1,5.484569967546523e-8
jaguar,0,0,1,0,0,1,0,2,5.484569967546523e-8
jaguar,0,0,1,0,0,1,1,0,5.484569967546523e-8
jaguar,0,0,1,0,0,1,1,1,5.484569967546523e-8
jaguar,0,0,1,0,0,1,1,2,5.484569967546523e-8
jaguar,0,0,1,0,0,1,2,0,5.484569967546523e-8
jaguar,0,0,1,0,0,1,2,1,5.484569967546523e-8
jaguar,0,0,1,0,0,1,2,2,5.484569967546523e-8
jaguar,0,0,1,0,0,2,0,0,5.484569967546523e-8
jaguar,0,0,1,0,0,2,0,1,5.484569967546523e-8
jaguar,0,0,1,0,0,2,0,2,5.484569967546523e-8
jaguar,0,0,1,0,0,2,1,0,5.484569967546523e-8
jaguar,0,0,1,0,0,2,1,1,5.484569967546523e-8
jaguar,0,0,1,0,0,2,1,2,5.484569967546523e-8
jaguar,0,0,1,0,0,2,2,0,5.484569967546523e-8
jaguar,0,0,1,0,0,2,2,1,5.484569967546523e-8
jaguar,0,0,1,0,0,2,2,2,5.484569967546523e-8
jaguar,0,0,1,0,1,0,0,0,5.484569967546523e-8
jaguar,0,0,1,0,1,0,0,1,5.484569967546523e-8
jaguar,0,0,1,0,1,0,0,2,5.484569967546523e-8
jaguar,0,0,1,0,1,0,1,0,5.484569967546523e-8
jaguar,0,0,1,0,1,0,1,1,5.484569967546523e-8
jaguar,0,0,1,0,1,0,1,2,5.484569967546523e-8
jaguar,0,0,1,0,1,0,2,0,5.484569967546523e-8
jaguar,0,0,1,0,1,0,2,1,5.484569967546523e-8
jaguar,0,0,1,0,1,0,2,2,5.484569967546523e-8
jaguar,0,0,1,0,1,1,0,0,5.484569967546523e-8
jaguar,0,0,1,0,1,1,0,1,5.484569967546523e-8
jaguar,0,0,1,0,1,1,0,2,5.484569967546523e-8
jaguar,0,0,1,0,1,1,1,0,5.484569967546523e-8
jaguar,0,0,1,0,1,1,1,1,5.484569967546523e-8
jaguar,0,0,1,0,1,1,1,2,5.484569967546523e-8
jaguar,0,0,1,0,1,1,2,0,5.484569967546523e-8
jaguar,0,0,1,0,1,1,2,1,5.484569967546523e-8
jaguar,0,0,1,0,1,1,2,2,5.484569967546523e-8
jaguar,0,0,1,0,1,2,0,0,5.484569967546523e-8
jaguar,0,0,1,0,1,2,0,1,5.484569967546523e-8
jaguar,0,0,1,0,1,2,0,2,5.484569967546523e-8
jaguar,0,0,1,0,1,2,1,0,5.484569967546523e-8
jaguar,0,0,1,0,1,2,1,1,5.484569967546523e-8
jaguar,0,0,1,0,1,2,1,2,5.484569967546523e-8
jaguar,0,0,1,0,1,2,2,0,5.484569967546523e-8
jaguar,0,0,1,0,1,2,2,1,5.484569967546523e-8
jaguar,0,0,1,0,1,2,2,2,5.484569967546523e-8
jaguar,0,0,1,0,2,0,0,0,5.484569967546523e-8
jaguar,0,0,1,0,2,0,0,1,5.484569967546523e-8
jaguar,0,0,1,0,2,0,0,2,5.484569967546523e-8
jaguar,0,0,1,0,2,0,1,0,5.484569967546523e-8
jaguar,0,0,1,0,2,0,1,1,5.484569967546523e-8
jaguar,0,0,1,0,2,0,1,2,5.484569967546523e-8
jaguar,0,0,1,0,2,0,2,0,5.484569967546523e-8
jaguar,0,0,1,0,2,0,2,1,5.484569967546523e-8
jaguar,0,0,1,0,2,0,2,2,5.484569967546523e-8
jaguar,0,0,1,0,2,1,0,0,5.484569967546523e-8
jaguar,0,0,1,0,2,1,0,1,5.484569967546523e-8
jaguar,0,0,1,0,2,1,0,2,5.484569967546523e-8
jaguar,0,0,1,0,2,1,1,0,5.484569967546523e-8
jaguar,0,0,1,0,2,1,1,1,5.484569967546523e-8
jaguar,0,0,1,0,2,1,1,2,5.484569967546523e-8
jaguar,0,0,1,0,2,1,2,0,5.484569967546523e-8
jaguar,0,0,1,0,2,1,2,1,5.484569967546523e-8
jaguar,0,0,1,0,2,1,2,2,5.484569967546523e-8
jaguar,0,0,1,0,2,2,0,0,5.484569967546523e-8
jaguar,0,0,1,0,2,2,0,1,5.484569967546523e-8
jaguar,0,0,1,0,2,2,0,2,5.484569967546523e-8
jaguar,0,0,1,0,2,2,1,0,5.484569967546523e-8
jaguar,0,0,1,0,2,2,1,1,5.484569967546523e-8
jaguar,0,0,1,0,2,2,1,2,5.484569967546523e-8
jaguar,0,0,1,0,2,2,2,0,5.484569967546523e-8
jaguar,0,0,1,0,2,2,2,1,5.484569967546523e-8
jaguar,0,0,1,0,2,2,2,2,5.484569967546523e-8
jaguar,0,0,1,1,0,0,0,0,3.6337777337362833e-7
jaguar,0,0,1,1,0,0,0,1,3.6337777337362833e-7
jaguar,0,0,1,1,0,0,0,2,3.6337777337362833e-7
jaguar,0,0,1,1,0,0,1,0,3.6337777337362833e-7
jaguar,0,0,1,1,0,0,1,1,3.6337777337362833e-7
jaguar,0,0,1,1,0,0,1,2,3.6337777337362833e-7
jaguar,0,0,1,1,0,0,2,0,3.6337777337362833e-7
jaguar,0,0,1,1,0,0,2,1,3.6337777337362833e-7
jaguar,0,0,1,1,0,0,2,2,3.6337777337362833e-7
jaguar,0,0,1,1,0,1,0,0,3.6337777337362833e-7
jaguar,0,0,1,1,0,1,0,1,3.6337777337362833e-7
jaguar,0,0,1,1,0,1,0,2,3.6337777337362833e-7
jaguar,0,0,1,1,0,1,1,0,3.6337777337362833e-7
jaguar,0,0,1,1,0,1,1,1,3.6337777337362833e-7
jaguar,0,0,1,1,0,1,1,2,3.6337777337362833e-7
jaguar,0,0,1,1,0,1,2,0,3.6337777337362833e-7
jaguar,0,0,1,1,0,1,2,1,3.6337777337362833e-7
jaguar,0,0,1,1,0,1,2,2,3.6337777337362833e-7
jaguar,0,0,1,1,0,2,0,0,3.6337777337362833e-7
jaguar,0,0,1,1,0,2,0,1,3.6337777337362833e-7
jaguar,0,0,1,1,0,2,0,2,3.6337777337362833e-7
jaguar,0,0,1,1,0,2,1,0,3.6337777337362833e-7
jaguar,0,0,1,1,0,2,1,1,3.6337777337362833e-7
jaguar,0,0,1,1,0,2,1,2,3.6337777337362833e-7
jaguar,0,0,1,1,0,2,2,0,3.6337777337362833e-7
jaguar,0,0,1,1,0,2,2,1,3.6337777337362833e-7
jaguar,0,0,1,1,0,2,2,2,3.6337777337362833e-7
jaguar,0,0,1,1,1,0,0,0,3.6337777337362833e-7
jaguar,0,0,1,1,1,0,0,1,3.6337777337362833e-7
jaguar,0,0,1,1,1,0,0,2,3.6337777337362833e-7
jaguar,0,0,1,1,1,0,1,0,3.6337777337362833e-7
jaguar,0,0,1,1,1,0,1,1,3.6337777337362833e-7
jaguar,0,0,1,1,1,0,1,2,3.6337777337362833e-7
jaguar,0,0,1,1,1,0,2,0,3.6337777337362833e-7
jaguar,0,0,1,1,1,0,2,1,3.6337777337362833e-7
jaguar,0,0,1,1,1,0,2,2,3.6337777337362833e-7
jaguar,0,0,1,1,1,1,0,0,3.6337777337362833e-7
jaguar,0,0,1,1,1,1,0,1,3.6337777337362833e-7
jaguar,0,0,1,1,1,1,0,2,3.6337777337362833e-7
jaguar,0,0,1,1,1,1,1,0,3.6337777337362833e-7
jaguar,0,0,1,1,1,1,1,1,3.6337777337362833e-7
jaguar,0,0,1,1,1,1,1,2,3.6337777337362833e-7
jaguar,0,0,1,1,1,1,2,0,3.6337777337362833e-7
jaguar,0,0,1,1,1,1,2,1,3.6337777337362833e-7
jaguar,0,0,1,1,1,1,2,2,3.6337777337362833e-7
jaguar,0,0,1,1,1,2,0,0,3.6337777337362833e-7
jaguar,0,0,1,1,1,2,0,1,3.6337777337362833e-7
jaguar,0,0,1,1,1,2,0,2,3.6337777337362833e-7
jaguar,0,0,1,1,1,2,1,0,3.6337777337362833e-7
jaguar,0,0,1,1,1,2,1,1,3.6337777337362833e-7
jaguar,0,0,1,1,1,2,1,2,3.6337777337362833e-7
jaguar,0,0,1,1,1,2,2,0,3.6337777337362833e-7
jaguar,0,0,1,1,1,2,2,1,3.6337777337362833e-7
jaguar,0,0,1,1,1,2,2,2,3.6337777337362833e-7
jaguar,0,0,1,1,2,0,0,0,3.6337777337362833e-7
jaguar,0,0,1,1,2,0,0,1,3.6337777337362833e-7
jaguar,0,0,1,1,2,0,0,2,3.6337777337362833e-7
jaguar,0,0,1,1,2,0,1,0,3.6337777337362833e-7
jaguar,0,0,1,1,2,0,1,1,3.6337777337362833e-7
jaguar,0,0,1,1,2,0,1,2,3.6337777337362833e-7
jaguar,0,0,1,1,2,0,2,0,3.6337777337362833e-7
jaguar,0,0,1,1,2,0,2,1,3.6337777337362833e-7
jaguar,0,0,1,1,2,0,2,2,3.6337777337362833e-7
jaguar,0,0,1,1,2,1,0,0,3.6337777337362833e-7
jaguar,0,0,1,1,2,1,0,1,3.6337777337362833e-7
jaguar,0,0,1,1,2,1,0,2,3.6337777337362833e-7
jaguar,0,0,1,1,2,1,1,0,3.6337777337362833e-7
jaguar,0,0,1,1,2,1,1,1,3.6337777337362833e-7
jaguar,0,0,1,1,2,1,1,2,3.6337777337362833e-7
jaguar,0,0,1,1,2,1,2,0,3.6337777337362833e-7
jaguar,0,0,1,1,2,1,2,1,3.6337777337362833e-7
jaguar,0,0,1,1,2,1,2,2,3.6337777337362833e-7
jaguar,0,0,1,1,2,2,0,0,3.6337777337362833e-7
jaguar,0,0,1,1,2,2,0,1,3.6337777337362833e-7
jaguar,0,0,1,1,2,2,0,2,3.6337777337362833e-7
jaguar,0,0,1,1,2,2,1,0,3.6337777337362833e-7
jaguar,0,0,1,1,2,2,1,1,3.6337777337362833e-7
jaguar,0,0,1,1,2,2,1,2,3.6337777337362833e-7
jaguar,0,0,1,1,2,2,2,0,3.6337777337362833e-7
jaguar,0,0,1,1,2,2,2,1,3.6337777337362833e-7
jaguar,0,0,1,1,2,2,2,2,3.6337777337362833e-7
jaguar,0,0,1,2,0,0,0,0,4.861475612699054e-7
jaguar,0,0,1,2,0,0,0,1,4.861475612699054e-7
jaguar,0,0,1,2,0,0,0,2,4.861475612699054e-7
jaguar,0,0,1,2,0,0,1,0,4.861475612699054e-7
jaguar,0,0,1,2,0,0,1,1,4.861475612699054e-7
jaguar,0,0,1,2,0,0,1,2,4.861475612699054e-7
jaguar,0,0,1,2,0,0,2,0,4.861475612699054e-7
jaguar,0,0,1,2,0,0,2,1,4.861475612699054e-7
jaguar,0,0,1,2,0,0,2,2,4.861475612699054e-7
jaguar,0,0,1,2,0,1,0,0,4.861475612699054e-7
jaguar,0,0,1,2,0,1,0,1,4.861475612699054e-7
jaguar,0,0,1,2,0,1,0,2,4.861475612699054e-7
jaguar,0,0,1,2,0,1,1,0,4.861475612699054e-7
jaguar,0,0,1,2,0,1,1,1,4.861475612699054e-7
jaguar,0,0,1,2,0,1,1,2,4.861475612699054e-7
jaguar,0,0,1,2,0,1,2,0,4.861475612699054e-7
jaguar,0,0,1,2,0,1,2,1,4.861475612699054e-7
jaguar,0,0,1,2,0,1,2,2,4.861475612699054e-7
jaguar,0,0,1,2,0,2,0,0,4.861475612699054e-7
jaguar,0,0,1,2,0,2,0,1,4.861475612699054e-7
jaguar,0,0,1,2,0,2,0,2,4.861475612699054e-7
jaguar,0,0,1,2,0,2,1,0,4.861475612699054e-7
jaguar,0,0,1,2,0,2,1,1,4.861475612699054e-7
jaguar,0,0,1,2,0,2,1,2,4.861475612699054e-7
jaguar,0,0,1,2,0,2,2,0,4.861475612699054e-7
